Index,t/s,Ts/Cel,Tr/Cel,Value/(Wg^-1)
0,0,200.001,200.000,0.00356993
1,1,199.008,199.000,0.026541
2,2,198.014,198.000,0.0475368
3,3,197.019,197.000,0.0652981
4,4,196.021,196.000,0.0726403
5,5,195.024,195.000,0.0829236
6,6,194.030,194.000,0.103743
7,7,193.039,193.000,0.133735
8,8,192.053,192.000,0.180454
9,9,191.067,191.000,0.22973
10,10,190.081,190.000,0.279066
11,11,189.095,189.000,0.327361
12,12,188.108,188.000,0.37107
13,13,187.119,187.000,0.412214
14,14,186.130,186.000,0.45046
15,15,185.140,185.000,0.486852
16,16,184.149,184.000,0.518962
17,17,183.157,183.000,0.549021
18,18,182.165,182.000,0.576731
19,19,181.172,181.000,0.602868
20,20,180.178,180.000,0.625503
21,21,179.184,179.000,0.646491
22,22,178.189,178.000,0.665703
23,23,177.193,177.000,0.683782
24,24,176.197,176.000,0.699143
25,25,175.201,175.000,0.71334
26,26,174.204,174.000,0.726081
27,27,173.206,173.000,0.73791
28,28,172.209,172.000,0.747954
29,29,171.211,171.000,0.757023
30,30,170.212,170.000,0.765187
31,31,169.214,169.000,0.772738
32,32,168.215,168.000,0.778604
33,33,167.216,167.000,0.784109
34,34,166.217,166.000,0.788803
35,35,165.217,165.000,0.792925
36,36,164.218,164.000,0.79631
37,37,163.218,163.000,0.799342
38,38,162.218,162.000,0.801913
39,39,161.218,161.000,0.804179
40,40,160.218,160.000,0.805812
41,41,159.218,159.000,0.807224
42,42,158.218,158.000,0.808334
43,43,157.217,157.000,0.809254
44,44,156.217,156.000,0.809653
45,45,155.216,155.000,0.809841
46,46,154.216,154.000,0.809817
47,47,153.215,153.000,0.809762
48,48,152.214,152.000,0.809232
49,49,151.214,151.000,0.808529
50,50,150.213,150.000,0.807733
51,51,149.212,149.000,0.806885
52,52,148.211,148.000,0.805598
53,53,147.210,147.000,0.804158
54,54,146.209,146.000,0.802516
55,55,145.208,145.000,0.800802
56,56,144.207,144.000,0.798887
57,57,143.206,143.000,0.796788
58,58,142.205,142.000,0.794305
59,59,141.203,141.000,0.791337
60,60,140.202,140.000,0.787948
61,61,139.200,139.000,0.78441
62,62,138.199,138.000,0.780701
63,63,137.197,137.000,0.77696
64,64,136.196,136.000,0.773178
65,65,135.194,135.000,0.769382
66,66,134.192,134.000,0.765493
67,67,133.191,133.000,0.761545
68,68,132.189,132.000,0.757352
69,69,131.188,131.000,0.753141
70,70,130.186,130.000,0.748916
71,71,129.184,129.000,0.744593
72,72,128.183,128.000,0.740128
73,73,127.181,127.000,0.735486
74,74,126.179,126.000,0.730483
75,75,125.177,125.000,0.725033
76,76,124.175,124.000,0.719361
77,77,123.173,123.000,0.7138
78,78,122.172,122.000,0.708242
79,79,121.170,121.000,0.702586
80,80,120.168,120.000,0.696511
81,81,119.165,119.000,0.690062
82,82,118.163,118.000,0.683762
83,83,117.162,117.000,0.677943
84,84,116.160,116.000,0.672581
85,85,115.158,115.000,0.667127
86,86,114.156,114.000,0.661641
87,87,113.154,113.000,0.656132
88,88,112.152,112.000,0.650524
89,89,111.151,111.000,0.644924
90,90,110.149,110.000,0.639108
91,91,109.147,109.000,0.632895
92,92,108.145,108.000,0.626549
93,93,107.143,107.000,0.619415
94,94,106.140,106.000,0.611503
95,95,105.138,105.000,0.605203
96,96,104.137,104.000,0.600798
97,97,103.135,103.000,0.596231
98,98,102.134,102.000,0.591418
99,99,101.132,101.000,0.586454
100,100,100.130,100.000,0.581089
101,101,99.129,99.000,0.575701
102,102,98.127,98.000,0.570217
103,103,97.125,97.000,0.564707
104,104,96.124,96.000,0.558789
105,105,95.122,95.000,0.552673
106,106,94.120,94.000,0.546242
107,107,93.118,93.000,0.539546
108,108,92.116,92.000,0.532185
109,109,91.114,91.000,0.52453
110,110,90.112,90.000,0.516465
111,111,89.109,89.000,0.508149
112,112,88.107,88.000,0.499184
113,113,87.105,87.000,0.489899
114,114,86.102,86.000,0.480182
115,115,85.100,85.000,0.470196
116,116,84.097,84.000,0.459738
117,117,83.094,83.000,0.449126
118,118,82.092,82.000,0.438348
119,119,81.089,81.000,0.427515
120,120,80.087,80.000,0.416696
121,121,79.084,79.000,0.405896
122,122,78.081,78.000,0.395099
123,123,77.079,77.000,0.384412
124,124,76.076,76.000,0.373896
125,125,75.074,75.000,0.363717
126,126,74.072,74.000,0.353753
127,127,73.069,73.000,0.34428
128,128,72.067,72.000,0.335007
129,129,71.065,71.000,0.326304
130,130,70.063,70.000,0.317827
131,131,69.061,69.000,0.309626
132,132,68.060,68.000,0.301613
133,133,67.058,67.000,0.294044
134,134,66.056,66.000,0.28663
135,135,65.054,65.000,0.279443
136,136,64.053,64.000,0.272424
137,137,63.051,63.000,0.265747
138,138,62.050,62.000,0.259194
139,139,61.048,61.000,0.252893
140,140,60.047,60.000,0.246812
141,141,59.046,59.000,0.241264
142,142,58.044,58.000,0.235877
143,143,57.043,57.000,0.230679
144,144,56.042,56.000,0.225553
145,145,55.041,55.000,0.220642
146,146,54.040,54.000,0.215764
147,147,53.039,53.000,0.211099
148,148,52.038,52.000,0.206568
149,149,51.037,51.000,0.202445
150,150,50.036,50.000,0.19842
151,151,49.035,49.000,0.194416
152,152,48.034,48.000,0.190453
153,153,47.033,47.000,0.186225
154,154,46.032,46.000,0.182027
155,155,45.032,45.000,0.177987
156,156,44.031,44.000,0.174334
157,157,43.030,43.000,0.169951
158,158,42.029,42.000,0.165965
159,159,41.028,41.000,0.162806
160,160,40.028,40.000,0.159785
161,161,39.027,39.000,0.156438
162,162,38.026,38.000,0.152669
163,163,37.025,37.000,0.149299
164,164,36.025,36.000,0.146119
165,165,35.024,35.000,0.143272
166,166,34.024,34.000,0.14054
167,167,33.023,33.000,0.137986
168,168,32.023,32.000,0.13561
169,169,31.022,31.000,0.133334
170,170,30.022,30.000,0.132362
171,171,30.022,30.000,0.133015
172,172,30.022,30.000,0.131794
173,173,30.021,30.000,0.129734
174,174,30.021,30.000,0.127653
175,175,30.021,30.000,0.125554
176,176,30.020,30.000,0.123447
177,177,30.020,30.000,0.121335
178,178,30.020,30.000,0.119233
179,179,30.019,30.000,0.117138
180,180,30.019,30.000,0.115043
181,181,30.019,30.000,0.112968
182,182,30.018,30.000,0.110909
183,183,30.018,30.000,0.108868
184,184,30.018,30.000,0.106841
185,185,30.017,30.000,0.104884
186,186,30.017,30.000,0.102911
187,187,30.017,30.000,0.100952
188,188,30.016,30.000,0.0990461
189,189,30.016,30.000,0.0972274
190,190,30.016,30.000,0.0954888
191,191,30.015,30.000,0.0938008
192,192,30.015,30.000,0.0920794
193,193,30.015,30.000,0.0903556
194,194,30.015,30.000,0.0887028
195,195,30.014,30.000,0.0870435
196,196,30.014,30.000,0.0853913
197,197,30.014,30.000,0.0837583
198,198,30.014,30.000,0.0821908
199,199,30.013,30.000,0.0806151
200,200,30.013,30.000,0.0790516
201,201,30.013,30.000,0.0775015
202,202,30.013,30.000,0.0760204
203,203,30.012,30.000,0.0745348
204,204,30.012,30.000,0.0730615
205,205,30.012,30.000,0.0715958
206,206,30.012,30.000,0.0701843
207,207,30.011,30.000,0.068753
208,208,30.011,30.000,0.0673291
209,209,30.011,30.000,0.0659143
210,210,30.011,30.000,0.0645271
211,211,30.010,30.000,0.0631285
212,212,30.010,30.000,0.0617173
213,213,30.010,30.000,0.0603054
214,214,30.010,30.000,0.0589219
215,215,30.009,30.000,0.057546
216,216,30.009,30.000,0.0561821
217,217,30.009,30.000,0.0548165
218,218,30.009,30.000,0.0534686
219,219,30.009,30.000,0.0521269
220,220,30.008,30.000,0.0507919
221,221,30.008,30.000,0.0494208
222,222,30.008,30.000,0.0482646
223,223,30.007,30.000,0.042711
224,224,30.005,30.000,0.0315174
225,225,30.003,30.000,0.0190359
226,226,30.003,30.000,0.0154208
227,227,30.003,30.000,0.0169525
228,228,30.004,30.000,0.0213634
229,229,30.004,30.000,0.0264735
230,230,30.005,30.000,0.029631
231,231,30.005,30.000,0.0312057
232,232,30.005,30.000,0.0310947
233,233,30.005,30.000,0.0299213
234,234,30.004,30.000,0.0270245
235,235,30.004,30.000,0.0235872
236,236,30.003,30.000,0.019787
237,237,30.003,30.000,0.0157678
238,238,30.002,30.000,0.0113002
239,239,30.001,30.000,0.00678914
240,240,30.000,30.000,0.00232724
241,241,30.000,30.000,-0.00217255
242,242,29.999,30.000,-0.00632781
243,243,29.998,30.000,-0.0104605
244,244,29.998,30.000,-0.0143572
245,245,29.997,30.000,-0.018123
246,246,29.996,30.000,-0.0214786
247,247,29.996,30.000,-0.0246661
248,248,29.995,30.000,-0.027611
249,249,29.995,30.000,-0.0303864
250,250,29.995,30.000,-0.0328024
251,251,29.994,30.000,-0.0350978
252,252,29.994,30.000,-0.0371756
253,253,29.994,30.000,-0.039104
254,254,29.993,30.000,-0.0405929
255,255,29.993,30.000,-0.0419443
256,256,29.993,30.000,-0.0432176
257,257,29.993,30.000,-0.0444505
258,258,29.993,30.000,-0.0452478
259,259,29.992,30.000,-0.0459128
260,260,29.992,30.000,-0.0464778
261,261,29.992,30.000,-0.0469223
262,262,29.992,30.000,-0.0473112
263,263,29.992,30.000,-0.0474527
264,264,29.992,30.000,-0.0476447
265,265,29.992,30.000,-0.0478476
266,266,29.992,30.000,-0.0479775
267,267,29.992,30.000,-0.0480405
268,268,29.992,30.000,-0.0480319
269,269,29.992,30.000,-0.0479028
270,270,29.992,30.000,-0.047657
271,271,29.992,30.000,-0.0473082
272,272,29.992,30.000,-0.0470214
273,273,29.992,30.000,-0.0467094
274,274,29.992,30.000,-0.0463731
275,275,29.992,30.000,-0.0459786
276,276,29.992,30.000,-0.0455771
277,277,29.993,30.000,-0.0451646
278,278,29.993,30.000,-0.0447485
279,279,29.993,30.000,-0.04426
280,280,29.993,30.000,-0.0437955
281,281,29.993,30.000,-0.0433318
282,282,29.993,30.000,-0.0428615
283,283,29.993,30.000,-0.042343
284,284,29.993,30.000,-0.0418183
285,285,29.993,30.000,-0.0412761
286,286,29.993,30.000,-0.0407269
287,287,29.993,30.000,-0.0401311
288,288,29.993,30.000,-0.0395661
289,289,29.994,30.000,-0.0390118
290,290,29.994,30.000,-0.0384583
291,291,29.994,30.000,-0.0378968
292,292,29.994,30.000,-0.0373312
293,293,29.994,30.000,-0.0367709
294,294,29.994,30.000,-0.0362178
295,295,29.994,30.000,-0.0356357
296,296,29.994,30.000,-0.0350617
297,297,29.994,30.000,-0.034491
298,298,29.994,30.000,-0.0339294
299,299,29.995,30.000,-0.0333691
300,300,29.995,30.000,-0.0328066
301,301,29.995,30.000,-0.0322517
302,302,29.995,30.000,-0.0317006
303,303,29.995,30.000,-0.0311796
304,304,29.995,30.000,-0.0306411
305,305,29.995,30.000,-0.0300849
306,306,29.995,30.000,-0.029525
307,307,29.995,30.000,-0.0289766
308,308,29.995,30.000,-0.0284219
309,309,29.995,30.000,-0.0278754
310,310,29.995,30.000,-0.0273442
311,311,29.996,30.000,-0.0268098
312,312,29.996,30.000,-0.0262869
313,313,29.996,30.000,-0.0257743
314,314,29.996,30.000,-0.0252664
315,315,29.996,30.000,-0.0247723
316,316,29.996,30.000,-0.0242657
317,317,29.996,30.000,-0.023762
318,318,29.996,30.000,-0.0232745
319,319,29.996,30.000,-0.0228038
320,320,29.996,30.000,-0.0223339
321,321,29.996,30.000,-0.0218647
322,322,29.996,30.000,-0.021398
323,323,29.997,30.000,-0.0209647
324,324,29.997,30.000,-0.0205045
325,325,29.997,30.000,-0.020043
326,326,29.997,30.000,-0.0195861
327,327,29.997,30.000,-0.0191144
328,328,29.997,30.000,-0.0186509
329,329,29.997,30.000,-0.018194
330,330,29.997,30.000,-0.0177354
331,331,29.997,30.000,-0.0172716
332,332,29.997,30.000,-0.0168217
333,333,29.997,30.000,-0.016369
334,334,29.997,30.000,-0.015914
335,335,29.997,30.000,-0.015464
336,336,29.998,30.000,-0.0150422
337,337,29.998,30.000,-0.0146131
338,338,29.998,30.000,-0.0141963
339,339,29.998,30.000,-0.0138015
340,340,29.998,30.000,-0.0134232
341,341,29.998,30.000,-0.0130325
342,342,29.998,30.000,-0.0126897
343,343,29.998,30.000,-0.0124591
344,344,29.990,30.000,-0.0600808
345,345,29.973,30.000,-0.16401
346,346,29.956,30.000,-0.264801
347,347,29.948,30.000,-0.316152
348,348,29.961,30.000,-0.239554
349,349,29.973,30.000,-0.163626
350,350,29.981,30.000,-0.115359
351,351,30.985,31.000,-0.0904035
352,352,31.985,32.000,-0.0888771
353,353,32.985,33.000,-0.0882225
354,354,33.985,34.000,-0.0886321
355,355,34.985,35.000,-0.0907948
356,356,35.983,36.000,-0.0990229
357,357,36.981,37.000,-0.109054
358,358,37.979,38.000,-0.119834
359,359,38.977,39.000,-0.130615
360,360,39.976,40.000,-0.140871
361,361,40.974,41.000,-0.150746
362,362,41.972,42.000,-0.159854
363,363,42.970,43.000,-0.168699
364,364,43.969,44.000,-0.176049
365,365,44.968,45.000,-0.182659
366,366,45.966,46.000,-0.188371
367,367,46.965,47.000,-0.193505
368,368,47.964,48.000,-0.197889
369,369,48.964,49.000,-0.201505
370,370,49.963,50.000,-0.204696
371,371,50.962,51.000,-0.207647
372,372,51.961,52.000,-0.210084
373,373,52.961,53.000,-0.21225
374,374,53.960,54.000,-0.214071
375,375,54.960,55.000,-0.215645
376,376,55.960,56.000,-0.216649
377,377,56.959,57.000,-0.217375
378,378,57.959,58.000,-0.217783
379,379,58.959,59.000,-0.218005
380,380,59.959,60.000,-0.218045
381,381,60.958,61.000,-0.217792
382,382,61.958,62.000,-0.217528
383,383,62.958,63.000,-0.217695
384,384,63.958,64.000,-0.217503
385,385,64.958,65.000,-0.216413
386,386,65.958,66.000,-0.21625
387,387,66.958,67.000,-0.216289
388,388,67.958,68.000,-0.215079
389,389,68.957,69.000,-0.214908
390,390,69.957,70.000,-0.2158
391,391,70.957,71.000,-0.21691
392,392,71.956,72.000,-0.217913
393,393,72.956,73.000,-0.218606
394,394,73.956,74.000,-0.219361
395,395,74.955,75.000,-0.220119
396,396,75.955,76.000,-0.220889
397,397,76.955,77.000,-0.221609
398,398,77.954,78.000,-0.221877
399,399,78.954,79.000,-0.221427
400,400,79.954,80.000,-0.220572
401,401,80.954,81.000,-0.218398
402,402,81.955,82.000,-0.214341
403,403,82.956,83.000,-0.209801
404,404,83.957,84.000,-0.202328
405,405,84.960,85.000,-0.187712
406,406,85.961,86.000,-0.182014
407,407,86.959,87.000,-0.19138
408,408,87.956,88.000,-0.204323
409,409,88.954,89.000,-0.21344
410,410,89.953,90.000,-0.219072
411,411,90.952,91.000,-0.222742
412,412,91.951,92.000,-0.225189
413,413,92.950,93.000,-0.227511
414,414,93.950,94.000,-0.229646
415,415,94.949,95.000,-0.231785
416,416,95.948,96.000,-0.233467
417,417,96.948,97.000,-0.235137
418,418,97.947,98.000,-0.236799
419,419,98.947,99.000,-0.238511
420,420,99.946,100.000,-0.239953
421,421,100.945,101.000,-0.242711
422,422,101.944,102.000,-0.246593
423,423,102.943,103.000,-0.25081
424,424,103.942,104.000,-0.255552
425,425,104.940,105.000,-0.260635
426,426,105.939,106.000,-0.266564
427,427,106.937,107.000,-0.273088
428,428,107.935,108.000,-0.281612
429,429,108.932,109.000,-0.29163
430,430,109.929,110.000,-0.30318
431,431,110.926,111.000,-0.315784
432,432,111.922,112.000,-0.330902
433,433,112.918,113.000,-0.347257
434,434,113.914,114.000,-0.364903
435,435,114.909,115.000,-0.383492
436,436,115.904,116.000,-0.402613
437,437,116.900,117.000,-0.4215
438,438,117.895,118.000,-0.439494
439,439,118.891,119.000,-0.456484
440,440,119.887,120.000,-0.470385
441,441,120.883,121.000,-0.482763
442,442,121.881,122.000,-0.493293
443,443,122.878,123.000,-0.502796
444,444,123.876,124.000,-0.510039
445,445,124.874,125.000,-0.516638
446,446,125.872,126.000,-0.522733
447,447,126.870,127.000,-0.528267
448,448,127.868,128.000,-0.533215
449,449,128.867,129.000,-0.537937
450,450,129.865,130.000,-0.542402
451,451,130.864,131.000,-0.546783
452,452,131.862,132.000,-0.550976
453,453,132.861,133.000,-0.554959
454,454,133.860,134.000,-0.558638
455,455,134.858,135.000,-0.562093
456,456,135.857,136.000,-0.56538
457,457,136.856,137.000,-0.568628
458,458,137.854,138.000,-0.571783
459,459,138.853,139.000,-0.574855
460,460,139.852,140.000,-0.577701
461,461,140.851,141.000,-0.580508
462,462,141.850,142.000,-0.583306
463,463,142.849,143.000,-0.586119
464,464,143.848,144.000,-0.588863
465,465,144.846,145.000,-0.591623
466,466,145.845,146.000,-0.594382
467,467,146.844,147.000,-0.597134
468,468,147.843,148.000,-0.599874
469,469,148.842,149.000,-0.602609
470,470,149.841,150.000,-0.605349
471,471,150.839,151.000,-0.608087
472,472,151.838,152.000,-0.610812
473,473,152.837,153.000,-0.613539
474,474,153.836,154.000,-0.616257
475,475,154.835,155.000,-0.618956
476,476,155.834,156.000,-0.621637
477,477,156.832,157.000,-0.624255
478,478,157.831,158.000,-0.626904
479,479,158.830,159.000,-0.629504
480,480,159.829,160.000,-0.63201
481,481,160.828,161.000,-0.634302
482,482,161.827,162.000,-0.636683
483,483,162.826,163.000,-0.639086
484,484,163.825,164.000,-0.641485
485,485,164.823,165.000,-0.643869
486,486,165.822,166.000,-0.646254
487,487,166.821,167.000,-0.648634
488,488,167.820,168.000,-0.651004
489,489,168.819,169.000,-0.653364
490,490,169.818,170.000,-0.655756
491,491,170.817,171.000,-0.65817
492,492,171.816,172.000,-0.6606
493,493,172.814,173.000,-0.663092
494,494,173.813,174.000,-0.665578
495,495,174.812,175.000,-0.668077
496,496,175.811,176.000,-0.670629
497,497,176.810,177.000,-0.673343
498,498,177.809,178.000,-0.676024
499,499,178.807,179.000,-0.6787
500,500,179.806,180.000,-0.68139
501,501,180.805,181.000,-0.684147
502,502,181.804,182.000,-0.686898
503,503,182.802,183.000,-0.689639
504,504,183.801,184.000,-0.692392
505,505,184.800,185.000,-0.69531
506,506,185.798,186.000,-0.698412
507,507,186.797,187.000,-0.702162
508,508,187.795,188.000,-0.706922
509,509,188.794,189.000,-0.710719
510,510,189.792,190.000,-0.714153
511,511,190.791,191.000,-0.717479
512,512,191.789,192.000,-0.720807
513,513,192.789,193.000,-0.720739
514,514,193.794,194.000,-0.701059
515,515,194.811,195.000,-0.642499
516,516,195.835,196.000,-0.559333
517,517,196.854,197.000,-0.494548
518,518,197.857,198.000,-0.48245
519,519,198.844,199.000,-0.523802
520,520,199.825,200.000,-0.586814
521,521,199.817,200.000,-0.613778
522,522,199.816,200.000,-0.616448
523,523,199.822,200.000,-0.59788
524,524,199.830,200.000,-0.571593
525,525,199.838,200.000,-0.545794
526,526,199.845,200.000,-0.521333
527,527,199.852,200.000,-0.49559
528,528,199.861,200.000,-0.467946
529,529,199.870,200.000,-0.43648
530,530,199.879,200.000,-0.40524
531,531,199.888,200.000,-0.374894
532,532,199.897,200.000,-0.34532
533,533,199.905,200.000,-0.317547
534,534,199.913,200.000,-0.290613
535,535,199.921,200.000,-0.264575
536,536,199.929,200.000,-0.239311
537,537,199.936,200.000,-0.216109
538,538,199.942,200.000,-0.194126
539,539,199.948,200.000,-0.173415
540,540,199.954,200.000,-0.153579
541,541,199.960,200.000,-0.135705
542,542,199.965,200.000,-0.118751
543,543,199.969,200.000,-0.102937
544,544,199.974,200.000,-0.0878979
545,545,199.978,200.000,-0.074531
546,546,199.982,200.000,-0.0619239
547,547,199.985,200.000,-0.0502714
548,548,199.988,200.000,-0.0392486
549,549,199.991,200.000,-0.0295539
550,550,199.994,200.000,-0.0204386
551,551,199.996,200.000,-0.0120709
552,552,199.999,200.000,-0.00432865
553,553,200.001,200.000,0.00268421
554,554,200.003,200.000,0.00906808
555,555,200.004,200.000,0.0149814
556,556,200.006,200.000,0.0205577
557,557,200.008,200.000,0.0253389
558,558,200.009,200.000,0.0298205
559,559,200.010,200.000,0.0339099
560,560,200.011,200.000,0.0377498
561,561,200.012,200.000,0.0410209
562,562,200.013,200.000,0.0440756
563,563,200.014,200.000,0.0468376
564,564,200.015,200.000,0.0494405
565,565,200.015,200.000,0.0516457
566,566,200.016,200.000,0.053703
567,567,200.017,200.000,0.0555533
568,568,200.017,200.000,0.057276
569,569,200.017,200.000,0.0586893
570,570,200.018,200.000,0.0599784
571,571,200.018,200.000,0.0611787
572,572,200.019,200.000,0.0622882
573,573,200.019,200.000,0.0631604
574,574,200.019,200.000,0.0639861
575,575,200.019,200.000,0.0647333
576,576,200.019,200.000,0.0654697
577,577,200.020,200.000,0.0660748
578,578,200.020,200.000,0.0666903
579,579,200.020,200.000,0.0671943
580,580,200.020,200.000,0.0676243
581,581,200.020,200.000,0.0678306
582,582,200.020,200.000,0.0680098
583,583,200.020,200.000,0.068181
584,584,200.020,200.000,0.0683587
585,585,200.020,200.000,0.0684649
586,586,200.020,200.000,0.0685764
587,587,200.020,200.000,0.0686769
588,588,200.020,200.000,0.068764
589,589,200.020,200.000,0.0687687
590,590,200.020,200.000,0.0687831
591,591,200.020,200.000,0.0687872
592,592,200.020,200.000,0.0687789
593,593,200.020,200.000,0.0686882
594,594,200.020,200.000,0.0686224
595,595,200.020,200.000,0.0685593
596,596,200.020,200.000,0.0684918
597,597,200.020,200.000,0.0683812
598,598,200.020,200.000,0.0682823
599,599,200.020,200.000,0.0681769
600,600,200.020,200.000,0.0680623
601,601,200.020,200.000,0.0679234
602,602,200.020,200.000,0.0677883
603,603,200.020,200.000,0.0676517
604,604,200.020,200.000,0.0675188
605,605,200.020,200.000,0.067364
606,606,200.020,200.000,0.067214
607,607,200.020,200.000,0.0670665
608,608,200.020,200.000,0.0669223
609,609,200.020,200.000,0.0667659
610,610,200.020,200.000,0.0666164
611,611,200.020,200.000,0.0664704
612,612,200.020,200.000,0.0663232
613,613,200.020,200.000,0.0661638
614,614,200.020,200.000,0.0660078
615,615,200.020,200.000,0.0658534
616,616,200.020,200.000,0.0656989
617,617,200.020,200.000,0.0655322
618,618,200.019,200.000,0.0653764
619,619,200.019,200.000,0.0652239
620,620,200.019,200.000,0.0650669
621,621,200.019,200.000,0.0649152
622,622,200.019,200.000,0.0647548
623,623,200.019,200.000,0.0645956
624,624,200.019,200.000,0.0644393
625,625,200.019,200.000,0.0642879
626,626,200.019,200.000,0.0641392
627,627,200.019,200.000,0.0639927
628,628,200.019,200.000,0.0638446
629,629,200.019,200.000,0.0637033
630,630,200.019,200.000,0.0635545
631,631,200.019,200.000,0.0634111
632,632,200.019,200.000,0.0632662
633,633,200.019,200.000,0.0631083
634,634,200.019,200.000,0.0629535
635,635,200.019,200.000,0.0628051
636,636,200.019,200.000,0.0626634
637,637,200.019,200.000,0.0625251
638,638,200.019,200.000,0.062383
639,639,200.019,200.000,0.062242
640,640,200.018,200.000,0.0621011
641,641,200.018,200.000,0.0619789
642,642,200.018,200.000,0.0618478
643,643,200.018,200.000,0.0617131
644,644,200.018,200.000,0.0615819
645,645,200.018,200.000,0.0614537
646,646,200.018,200.000,0.061316
647,647,200.018,200.000,0.0611727
648,648,200.018,200.000,0.0610313
649,649,200.018,200.000,0.0608965
650,650,200.018,200.000,0.0607651
651,651,200.018,200.000,0.0606371
652,652,200.018,200.000,0.0605058
653,653,200.018,200.000,0.0603934
654,654,200.018,200.000,0.060276
655,655,200.018,200.000,0.0601588
656,656,200.018,200.000,0.0600423
657,657,200.018,200.000,0.0599425
658,658,200.018,200.000,0.0598428
659,659,200.018,200.000,0.0597397
660,660,200.018,200.000,0.0596337
661,661,200.018,200.000,0.0595398
662,662,200.018,200.000,0.0594366
663,663,200.018,200.000,0.0593302
664,664,200.018,200.000,0.0592191
665,665,200.018,200.000,0.0590942
666,666,200.018,200.000,0.0589787
667,667,200.018,200.000,0.05887
668,668,200.018,200.000,0.0587645
669,669,200.017,200.000,0.0586567
670,670,200.017,200.000,0.0585531
671,671,200.017,200.000,0.0584589
672,672,200.017,200.000,0.0583693
673,673,200.017,200.000,0.0582853
674,674,200.017,200.000,0.0582025
675,675,200.017,200.000,0.0581164
676,676,200.017,200.000,0.0580293
677,677,200.017,200.000,0.0579334
678,678,200.017,200.000,0.0578317
679,679,200.017,200.000,0.057733
680,680,200.017,200.000,0.0576395
681,681,200.017,200.000,0.0575362
682,682,200.017,200.000,0.0574394
683,683,200.017,200.000,0.0573466
684,684,200.017,200.000,0.0572534
685,685,200.017,200.000,0.0571746
686,686,200.017,200.000,0.0570927
687,687,200.017,200.000,0.0570116
688,688,200.017,200.000,0.0569229
689,689,200.017,200.000,0.0568472
690,690,200.017,200.000,0.0567676
691,691,200.017,200.000,0.0566929
692,692,200.017,200.000,0.0566281
693,693,200.017,200.000,0.0585156
694,694,200.021,200.000,0.071676
695,695,200.032,200.000,0.10625
696,696,200.046,200.000,0.153847
697,697,200.059,200.000,0.199315
698,698,200.069,200.000,0.23214
699,699,200.075,200.000,0.252077
700,700,200.079,200.000,0.264959
701,701,199.079,199.000,0.266532
702,702,198.080,198.000,0.271191
703,703,197.082,197.000,0.278322
704,704,196.085,196.000,0.287271
705,705,195.088,195.000,0.298088
706,706,194.090,194.000,0.306078
707,707,193.092,193.000,0.313889
708,708,192.096,192.000,0.327884
709,709,191.102,191.000,0.348302
710,710,190.111,190.000,0.382462
711,711,189.122,189.000,0.41927
712,712,188.132,188.000,0.45591
713,713,187.142,187.000,0.490937
714,714,186.151,186.000,0.523506
715,715,185.159,185.000,0.553809
716,716,184.167,184.000,0.581264
717,717,183.174,183.000,0.606908
718,718,182.180,182.000,0.628736
719,719,181.185,181.000,0.648954
720,720,180.190,180.000,0.667407
721,721,179.194,179.000,0.684731
722,722,178.198,178.000,0.699731
723,723,177.202,177.000,0.713516
724,724,176.205,176.000,0.725908
725,725,175.207,175.000,0.737431
726,726,174.209,174.000,0.747038
727,727,173.211,173.000,0.755737
728,728,172.213,172.000,0.7636
729,729,171.215,171.000,0.770989
730,730,170.216,170.000,0.776959
731,731,169.217,169.000,0.782206
732,732,168.217,168.000,0.786821
733,733,167.218,167.000,0.791224
734,734,166.218,166.000,0.79437
735,735,165.219,165.000,0.796989
736,736,164.219,164.000,0.799202
737,737,163.219,163.000,0.801119
738,738,162.218,162.000,0.802367
739,739,161.218,161.000,0.803369
740,740,160.217,160.000,0.803722
741,741,159.217,159.000,0.803159
742,742,158.216,158.000,0.800875
743,743,157.215,157.000,0.799507
744,744,156.214,156.000,0.798406
745,745,155.213,155.000,0.797379
746,746,154.212,154.000,0.796078
747,747,153.211,153.000,0.794571
748,748,152.210,152.000,0.792768
749,749,151.209,151.000,0.790734
750,750,150.208,150.000,0.787942
751,751,149.206,149.000,0.784604
752,752,148.205,148.000,0.781889
753,753,147.204,147.000,0.779597
754,754,146.202,146.000,0.777227
755,755,145.201,145.000,0.774507
756,756,144.200,144.000,0.771142
757,757,143.198,143.000,0.767543
758,758,142.197,142.000,0.763851
759,759,141.195,141.000,0.760195
760,760,140.194,140.000,0.756547
761,761,139.192,139.000,0.752917
762,762,138.191,138.000,0.748842
763,763,137.189,137.000,0.744547
764,764,136.187,136.000,0.739792
765,765,135.185,135.000,0.734455
766,766,134.184,134.000,0.729954
767,767,133.182,133.000,0.725439
768,768,132.180,132.000,0.720908
769,769,131.178,131.000,0.716393
770,770,130.177,130.000,0.711693
771,771,129.175,129.000,0.706961
772,772,128.173,128.000,0.702127
773,773,127.172,127.000,0.697198
774,774,126.170,126.000,0.692081
775,775,125.168,125.000,0.686687
776,776,124.166,124.000,0.680963
777,777,123.164,123.000,0.675028
778,778,122.162,122.000,0.669018
779,779,121.160,121.000,0.662942
780,780,120.158,120.000,0.656952
781,781,119.156,119.000,0.650952
782,782,118.154,118.000,0.644886
783,783,117.152,117.000,0.638938
784,784,116.150,116.000,0.633161
785,785,115.148,115.000,0.627448
